id,link,content,date,retweets,favorites,mentions,hashtags
42736468908707840,https://twitter.com/realDonaldTrump/status/42736468908707840,I answered some of your questions in today's video... http://bit.ly/exviyc,2011-03-01 18:02:22,48,23,,
42974429189390336,https://twitter.com/realDonaldTrump/status/42974429189390336,I was on the TODAY Show this morning and then visited Regis & Kelly. The Celebrity Apprentice starts this Sunday night—don’t miss it!,2011-03-02 09:47:56,73,26,,
43322777758990336,https://twitter.com/realDonaldTrump/status/43322777758990336,I appeared on David Letterman last night. And don't forget Sunday night---the first episode of Celebrity Apprentice will be on NBC at 9 pm.,2011-03-03 08:52:09,70,21,,
43690210873180160,https://twitter.com/realDonaldTrump/status/43690210873180160,Watch You've Got Donald Trump at http://aol.it/fSOueW,2011-03-04 09:12:12,43,12,,
44835120405942272,https://twitter.com/realDonaldTrump/status/44835120405942272,"Mark it on your calendar: Comedy Central Roast, March 15th at 10:30 pm, for the Roast of Trump http://bit.ly/hRIACH",2011-03-07 13:01:40,97,21,,
44886512780836864,https://twitter.com/realDonaldTrump/status/44886512780836864,My thoughts on last night's Celebrity Apprentice http://bit.ly/eWM4T2 also an observation I made recently http://bit.ly/hQJERE,2011-03-07 16:25:53,56,21,,
45222588791795712,https://twitter.com/realDonaldTrump/status/45222588791795712,More of your questions answered in today's video at http://bit.ly/f91yLo Also here is my appearance on Neil Cavuto http://bit.ly/erRuo8,2011-03-08 14:41:20,47,19,,
45954380691812352,https://twitter.com/realDonaldTrump/status/45954380691812352,I will be developing the two tallest towers in the Republic of Georgia. http://nyti.ms/e9u79i,2011-03-10 15:09:12,111,51,,
46307259835359233,https://twitter.com/realDonaldTrump/status/46307259835359233,"Don't forget to tune in to the Celebrity Apprentice this Sunday night, 9 pm on NBC. The fireworks continue....http://bit.ly/dWjzfS",2011-03-11 14:31:25,37,10,,
47390506715578370,https://twitter.com/realDonaldTrump/status/47390506715578370,My thoughts on last night's Celebrity Apprentice http://bit.ly/hiolBJ as well as my latest video blog at http://bit.ly/gKJL8x,2011-03-14 15:15:51,32,18,,
47403593816481792,https://twitter.com/realDonaldTrump/status/47403593816481792,Tweet me more of your questions to answer in the next video....,2011-03-14 16:07:52,37,10,,
47667623525224448,https://twitter.com/realDonaldTrump/status/47667623525224448,"Watch as I humiliate a dais full of ""talent."" # TrumpRoast airs tonight at 10:30/9:30c on Comedy Central http://bit.ly/fugbyy",2011-03-15 09:37:01,62,4,,#TrumpRoast
47672443254476800,https://twitter.com/realDonaldTrump/status/47672443254476800,"Hey @ SnoopDogg @ ItstheSituation @ SethMacFarlane: Oh, I'm real scared. # TrumpRoast airs tonight at 10:30/9:30 on @ Comedy Central.",2011-03-15 09:56:10,144,86,"@SnoopDogg,@ItstheSituation,@SethMacFarlane,@Comedy",#TrumpRoast
47673273869283328,https://twitter.com/realDonaldTrump/status/47673273869283328,Hey @ realjeffreyross @ whitney cummings @ lisalampanelli: you call yourselves comedians? # TrumpRoast tonight 10:30/9:30c on @ ComedyCentral.,2011-03-15 09:59:28,53,11,"@realjeffreyross,@whitney,@lisalampanelli,@ComedyCentral",#TrumpRoast
47682098504540160,https://twitter.com/realDonaldTrump/status/47682098504540160,Check out the Trump Fabulous World of Golf site to meet the Fazio family---master golf course designers....http://bit.ly/gi3q3E,2011-03-15 10:34:32,19,11,,
47755962928463872,https://twitter.com/realDonaldTrump/status/47755962928463872,Keep talking about me: use # TrumpRoast to tweet about how good I look on @ ComedyCentral tonight at 10:30/9:30c http://bit.ly/hN3jow,2011-03-15 15:28:03,120,20,@ComedyCentral,#TrumpRoast
48052023484092417,https://twitter.com/realDonaldTrump/status/48052023484092417,Some of your most popular questions answered in today's video http://bit.ly/gv6TVh,2011-03-16 11:04:29,59,36,,
48100699418005504,https://twitter.com/realDonaldTrump/status/48100699418005504,@ shouldtrumprun Hundreds of thousands of supporters have already gone to and joined the movement at shouldtrumprun.com Have you?,2011-03-16 14:17:55,76,53,,
48121239134412801,https://twitter.com/realDonaldTrump/status/48121239134412801,"Catch me on Fox News right now, my interview with Neil Cavuto http://bit.ly/fRKfrz",2011-03-16 15:39:32,40,10,,
48410117615525888,https://twitter.com/realDonaldTrump/status/48410117615525888,Check out my interview on @ GMA http://abcn.ws/ib1t1c,2011-03-17 10:47:26,43,12,@GMA,
48466060738965504,https://twitter.com/realDonaldTrump/status/48466060738965504,I'll be on with Larry Kudlow of the Kudlow Report tonight on CNBC at 7 p.m. We'll be discussing current affairs and politics. Tune in.,2011-03-17 14:29:43,47,16,,
48734756329881600,https://twitter.com/realDonaldTrump/status/48734756329881600,The Comedy Central Roast of Donald Trump last week was the #1 highest rated Comedy Central Roast ever...it brought in 3.5 milion viewers,2011-03-18 08:17:26,95,24,,#1
48736451654975488,https://twitter.com/realDonaldTrump/status/48736451654975488,"Don't forget the Celebrity Apprentice, Sunday night at 9 pm on NBC for another surprising and exciting episode http://bit.ly/bnAuAv",2011-03-18 08:24:10,51,11,,
49829845122826243,https://twitter.com/realDonaldTrump/status/49829845122826243,I spoke with Fox and Friends today watch here http://bit.ly/fMNVbx,2011-03-21 08:48:55,43,13,,
49857555257765888,https://twitter.com/realDonaldTrump/status/49857555257765888,Here are my thoughts on last night's episode of The Celebrity Apprentice... http://bit.ly/hBTQXG,2011-03-21 10:39:02,74,19,,
49887944063991808,https://twitter.com/realDonaldTrump/status/49887944063991808,I want to see people make lots of $$ and live better lives. I really think they can do that through TheTrumpNetwork http://trumpnetwork.com/,2011-03-21 12:39:47,225,164,,
49933376001544193,https://twitter.com/realDonaldTrump/status/49933376001544193,My thoughts on the Geico ad and more in today's video blog.... http://bit.ly/frcfZY,2011-03-21 15:40:19,49,23,,
50206054813941760,https://twitter.com/realDonaldTrump/status/50206054813941760,This is about the money I gave to charity--and in response to your comments about Gadhafi... http://bit.ly/epuX9u,2011-03-22 09:43:50,75,21,,
50300363236061185,https://twitter.com/realDonaldTrump/status/50300363236061185,Check out my most recent interview with CNN... http://bit.ly/gXe2uL,2011-03-22 15:58:35,62,35,,
50669473383981056,https://twitter.com/realDonaldTrump/status/50669473383981056,My appearance on The View... http://bit.ly/fk3utP and http://bit.ly/f5rTko,2011-03-23 16:25:18,63,26,,
52406736891555841,https://twitter.com/realDonaldTrump/status/52406736891555841,My latest Celebrity Apprentice video blog... http://bit.ly/dXGQKC,2011-03-28 11:28:34,34,16,,
52431194884808705,https://twitter.com/realDonaldTrump/status/52431194884808705,Watch me play both golf and baseball tonight on Donald J. Trump's Fabulous World of Golf 9PM ET on Golf Channel.. http://bit.ly/gcQjPR,2011-03-28 13:05:45,40,12,,
53092846277898240,https://twitter.com/realDonaldTrump/status/53092846277898240,"Watch me tonight on The O'Reilly Factor at 8 pm and 11 pm EST, FOX News",2011-03-30 08:54:55,74,13,,
53114313925332992,https://twitter.com/realDonaldTrump/status/53114313925332992,Watch my latest video blog.... http://bit.ly/icubEG,2011-03-30 10:20:13,67,21,,
53489077005201408,https://twitter.com/realDonaldTrump/status/53489077005201408,My thoughts on The O'Reilly Factor and more here... http://bit.ly/fMyIBI,2011-03-31 11:09:24,54,23,,
53563133545025536,https://twitter.com/realDonaldTrump/status/53563133545025536,Catch the second part of my interview with Bill O'Reilly tonight at 8pm on Fox News....,2011-03-31 16:03:40,56,13,,
53814505121120257,https://twitter.com/realDonaldTrump/status/53814505121120257,Be sure to watch The Celebrity Apprentice on Sunday at 9 pm on NBC. It's an episode you'll want to see---and one you won't forget!,2011-04-01 08:42:32,79,11,,
55265152374812672,https://twitter.com/realDonaldTrump/status/55265152374812672,"I want to answer more of your questions in my next video blog, tweet me....",2011-04-05 08:46:53,42,11,,
55372740466708480,https://twitter.com/realDonaldTrump/status/55372740466708480,My thoughts on this week's episode of The Celebrity Apprentice... http://bit.ly/hjXRma,2011-04-05 15:54:24,18,10,,
55383202570846209,https://twitter.com/realDonaldTrump/status/55383202570846209,Check out video of today's press conference at Trump Tower where the driver of the # Indy500 Pace Car was announced... http://bit.ly/flMhJG,2011-04-05 16:35:59,32,15,,#Indy500
56071102593634304,https://twitter.com/realDonaldTrump/status/56071102593634304,I was featured on the @ todayshow this morning and was interviewed by @ meredithvieira. In case you missed it... http://on.today.com/gaS1hc,2011-04-07 14:09:27,103,38,"@todayshow,@meredithvieira",
56092783328505856,https://twitter.com/realDonaldTrump/status/56092783328505856,@ The_Choirboy @ Shampa525 @ mcleeoo @ the_impetuous @ rdercjr Your questions were answered in my # trumpvlog watch here... http://bit.ly/favgFU,2011-04-07 15:35:36,7,3,"@Shampa525,@mcleeoo,@the,@rdercjr",#trumpvlog
56096015937310720,https://twitter.com/realDonaldTrump/status/56096015937310720,I really enjoyed answering your tweets http://bit.ly/favgFU Please send more and I will answer them in the next # trumpvlog,2011-04-07 15:48:27,78,26,,#trumpvlog
56433921512050688,https://twitter.com/realDonaldTrump/status/56433921512050688,"Tune in on Sunday at 9 pm on NBC for The Celebrity Apprentice, featuring pirates and more fireworks from the cast...http://bit.ly/bnAuAv",2011-04-08 14:11:10,43,5,,
57486963523072000,https://twitter.com/realDonaldTrump/status/57486963523072000,"Don't forget to tune in tonight for Donald J. Trump's Fabulous World of Golf, 9 pm ET, Golf Channel http://bit.ly/hHdWcr",2011-04-11 11:55:34,30,6,,
57897800037449728,https://twitter.com/realDonaldTrump/status/57897800037449728,@ danmcisaac Hopefully this answers your question... http://bit.ly/hko9UY # trumpvlog,2011-04-12 15:08:05,9,5,,#trumpvlog
57898139746697216,https://twitter.com/realDonaldTrump/status/57898139746697216,My thoughts on this week's episode of The Celebrity Apprentice... http://bit.ly/dLidt6 # trumpvlog,2011-04-12 15:09:26,38,13,,#trumpvlog
58162737741697024,https://twitter.com/realDonaldTrump/status/58162737741697024,"Republicans watch out, the Democrats are already starting... http://nyti.ms/e4knTu",2011-04-13 08:40:51,143,26,,
58602133947297792,https://twitter.com/realDonaldTrump/status/58602133947297792,Catch my interview on the @hannityshow tonight at 9pm on @ foxnews.,2011-04-14 13:46:52,93,18,"@hannityshow,@foxnews",
58919218913099776,https://twitter.com/realDonaldTrump/status/58919218913099776,My thoughts on the @hannityshow and my appearance at The Tea Party this weekend.... http://bit.ly/gnMeEl,2011-04-15 10:46:51,87,23,@hannityshow,
60050922012819456,https://twitter.com/realDonaldTrump/status/60050922012819456,Thoughts on my speech this past weekend in today's # trumpvlog... http://bit.ly/gOhHTq,2011-04-18 13:43:50,27,8,,#trumpvlog
60052858850127872,https://twitter.com/realDonaldTrump/status/60052858850127872,Don't forget to watch Donald J. Trump's Fabulous World of Golf tonight at 9 pm ET http://bit.ly/dVET5x,2011-04-18 13:51:31,37,8,,
60105775930019840,https://twitter.com/realDonaldTrump/status/60105775930019840,This week's The Celebrity Apprentice video blog... http://bit.ly/gCZbWr,2011-04-18 17:21:48,36,10,,
60374326741970944,https://twitter.com/realDonaldTrump/status/60374326741970944,My appearances on @ todayshow http://on.today.com/fXc3iE and @ gma http://abcn.ws/elZtzZ,2011-04-19 11:08:55,53,15,"@todayshow,@gma",
60763782040924160,https://twitter.com/realDonaldTrump/status/60763782040924160,Tweet me more of your questions for # trumpvlog...,2011-04-20 12:56:29,65,20,,#trumpvlog
61141332277727232,https://twitter.com/realDonaldTrump/status/61141332277727232,See the great things @ donaldjtrumpjr @ ivankatrump @ erictrump have been working on.... http://bit.ly/fLEtcl,2011-04-21 13:56:44,46,18,"@donaldjtrumpjr,@ivankatrump,@erictrump",
61155764227674112,https://twitter.com/realDonaldTrump/status/61155764227674112,@hootie821 @wishn2Bfamous @ khfritch Your questions were answered in today's # trumpvlog… http://bit.ly/gLP9iB,2011-04-21 14:54:05,15,5,"@wishn2Bfamous,@khfritch",#trumpvlog
61430650439340032,https://twitter.com/realDonaldTrump/status/61430650439340032,Be sure to tune in for another exciting episode of The Celebrity Apprentice this Sunday at 9 p.m. ET on NBC… http://bit.ly/bnAuAv,2011-04-22 09:06:23,51,23,,
62555621681152000,https://twitter.com/realDonaldTrump/status/62555621681152000,"Tune in tonight to Donald J. Trump's Fabulous World of Golf 9 pm ET, Golf Channel http://bit.ly/fuRNsB",2011-04-25 11:36:37,32,9,,
62627039911485440,https://twitter.com/realDonaldTrump/status/62627039911485440,New The Next Generation videos @ donaldjtrumpjr- http://bit.ly/hJUJMg @ ivankatrump- http://bit.ly/hXE6MF @ erictrump- http://bit.ly/hJ0jNX,2011-04-25 16:20:24,45,25,"@donaldjtrumpjr,@ivankatrump,@erictrump",
63609893277536256,https://twitter.com/realDonaldTrump/status/63609893277536256,My thoughts on yesterday's events in today's # trumpvlog http://bit.ly/mqwrxH,2011-04-28 09:25:55,91,28,,#trumpvlog
63951990358671360,https://twitter.com/realDonaldTrump/status/63951990358671360,"Be sure to watch the Celebrity Apprentice on Sunday night, 9 pm on NBC. http://bit.ly/bnAuAv",2011-04-29 08:05:17,30,12,,
64038206991106048,https://twitter.com/realDonaldTrump/status/64038206991106048,A preview of this Sunday's The Celebrity Apprentice http://bit.ly/lriDaQ,2011-04-29 13:47:52,40,18,,
65066002525863936,https://twitter.com/realDonaldTrump/status/65066002525863936,"Don't forget to watch Donald J. Trump's Fabulous World of Golf---tonight at 9 pm, Golf Channel http://bit.ly/gcQjPR",2011-05-02 09:51:58,80,14,,
65073453052596224,https://twitter.com/realDonaldTrump/status/65073453052596224,I want to personally congratulate President Obama and the men women of the Armed Forces for a job very well (cont) http://tl.gd/a7dhom,2011-05-02 10:21:34,964,509,,
65421725889859584,https://twitter.com/realDonaldTrump/status/65421725889859584,"@ oreillyfactor is having a poll, cast your vote for me at http://bit.ly/cxWgkp",2011-05-03 09:25:29,38,5,,
66561301538799616,https://twitter.com/realDonaldTrump/status/66561301538799616,"Be sure to watch the Celebrity Apprentice on Sunday night, 8 pm on NBC. http://bit.ly/bnAuAv",2011-05-06 12:53:45,41,13,,
67604124363005952,https://twitter.com/realDonaldTrump/status/67604124363005952,Watch my appearance on @ foxandfriends... http://bit.ly/mpY4NR,2011-05-09 09:57:33,43,14,@foxandfriends,
67622417874423808,https://twitter.com/realDonaldTrump/status/67622417874423808,Watch Donald J. Trump's Fabulous World of Golf on Golf Channel tonight at 9 pm ET http://bit.ly/gcQjPR,2011-05-09 11:10:15,30,7,,
68761763910385664,https://twitter.com/realDonaldTrump/status/68761763910385664,My thoughts on the speech in New Hampshire in my # trumpvlog http://bit.ly/lLL2y5 Also you can watch the speech at http://bit.ly/kNjPkf,2011-05-12 14:37:36,35,17,,#trumpvlog
69026427487522816,https://twitter.com/realDonaldTrump/status/69026427487522816,A sneak peek at Sunday's episode of The Celebrity Apprentice... http://bit.ly/kMMwLa # trumpvlog,2011-05-13 08:09:17,29,6,,#trumpvlog
69120590535081987,https://twitter.com/realDonaldTrump/status/69120590535081987,Guests are raving about our exclusive hotel mattress and so we’ve made it available for purchase! http://bit.ly/sertahotel,2011-05-13 14:23:27,174,160,,
70133777313177601,https://twitter.com/realDonaldTrump/status/70133777313177601,"NY Jets center, Nick Mangold, interns for Trump. Watch Trump's Fabulous World of Golf tonight 9PM ET on Golf Channel http://bit.ly/fuRNsB",2011-05-16 09:29:30,37,10,,
70198822797717504,https://twitter.com/realDonaldTrump/status/70198822797717504,This has been a very difficult decision regarding the Presidential run and I want to thank all my twitter fans for your fantastic support.,2011-05-16 13:47:58,404,424,,
70597171606589440,https://twitter.com/realDonaldTrump/status/70597171606589440,Vote for the next Miss USA... http://bit.ly/lxobOm # VEGASusa11 # MissUSA,2011-05-17 16:10:52,73,17,,"#VEGASusa11,#MissUSA"
71208272971042816,https://twitter.com/realDonaldTrump/status/71208272971042816,Check out today's # trumpvlog about the upcoming episode of @ ApprenticeNBC.... http://bit.ly/jyfGP3 # celebrityapprenticefinale,2011-05-19 08:39:09,34,7,@ApprenticeNBC,"#trumpvlog,#celebrityapprenticefinale"
71605451581693952,https://twitter.com/realDonaldTrump/status/71605451581693952,Get ready for some excitement--the live finale of the Celebrity Apprentice is on this Sunday night --don't miss it! http://bit.ly/bnAuAv,2011-05-20 10:57:24,45,13,,
72694120853946368,https://twitter.com/realDonaldTrump/status/72694120853946368,My appearance on @ foxandfriends from today.... http://bit.ly/lodlDT,2011-05-23 11:03:23,31,7,@foxandfriends,
72698837889847297,https://twitter.com/realDonaldTrump/status/72698837889847297,Congratulations to John Rich and to Marlee Matlin for a terrific job throughout the season. You are both great! http://bit.ly/bnAuAv,2011-05-23 11:22:08,41,13,,
73387386599505920,https://twitter.com/realDonaldTrump/status/73387386599505920,"Thanks for all of your tremendous support over the past few months, stay tuned!",2011-05-25 08:58:11,41,9,,
73872324587302913,https://twitter.com/realDonaldTrump/status/73872324587302913,"@ TheRealMissUSA and the 2011 contestants stopped by Trump Tower yesterday, watch the video... http://bit.ly/jQkneQ # MissUSA # VEGASusa11",2011-05-26 17:05:09,26,2,,"#MissUSA,#VEGASusa11"
74124433735958528,https://twitter.com/realDonaldTrump/status/74124433735958528,"Wishing everyone a Happy Memorial Day, and a thank you to all the soldiers who protected our great country.",2011-05-27 09:46:56,262,96,,
75949130677092352,https://twitter.com/realDonaldTrump/status/75949130677092352,My thoughts on last night's meeting with @ SarahPalinUSA in today's # trumpvlog... http://bit.ly/jec5p9,2011-06-01 10:37:38,60,16,@SarahPalinUSA,#trumpvlog
75961232179478529,https://twitter.com/realDonaldTrump/status/75961232179478529,Watch my appearances on Good Day NY... http://bit.ly/jxjHgU and @ FoxandFriends... http://bit.ly/iINif1,2011-06-01 11:25:43,29,5,@FoxandFriends,
76411664328699905,https://twitter.com/realDonaldTrump/status/76411664328699905,Tweet me your questions for the next # trumpvlog....,2011-06-02 17:15:35,61,25,,#trumpvlog
77748342796464128,https://twitter.com/realDonaldTrump/status/77748342796464128,Check out my speech from last Friday http://cs.pn/jf4OE1 as well as my appearance this morning on @ foxandfriends http://bit.ly/kJWdvX.,2011-06-06 09:47:04,42,23,@foxandfriends,
78170110275227649,https://twitter.com/realDonaldTrump/status/78170110275227649,My thoughts on Anthony Weiner in today's # trumpvlog... http://bit.ly/j0Lv8V,2011-06-07 13:43:01,74,39,,#trumpvlog
78875680120647680,https://twitter.com/realDonaldTrump/status/78875680120647680,"Your most popular tweet answered, why I'm holding off on a Presidential bid... http://bit.ly/iF5pz6 # trumpvlog",2011-06-09 12:26:42,117,38,,#trumpvlog
80712447425650688,https://twitter.com/realDonaldTrump/status/80712447425650688,New on our YouTube channel today is a brand new # trumpdocumentary giving you a look inside the world of Trump Golf…http://bit.ly/k2Ue4w,2011-06-14 14:05:21,31,13,,#trumpdocumentary
80728748126769152,https://twitter.com/realDonaldTrump/status/80728748126769152,Watch me on the @hannityshow tonight at 9pm. More thoughts on Anthony Weiner in today's # trumpvlog… http://bit.ly/jyreYr,2011-06-14 15:10:08,28,11,@hannityshow,#trumpvlog
81461748531601409,https://twitter.com/realDonaldTrump/status/81461748531601409,"Don't forget the Miss USA Pageant, live on Sunday night at 9 pm ET on NBC. And you can vote for your favorite beauty! http://bit.ly/3OkYR3",2011-06-16 15:42:48,88,7,,
82803340660060161,https://twitter.com/realDonaldTrump/status/82803340660060161,"Congratulations to Alyssa Campanella, Miss California---our new MIss USA! http://bit.ly/13mpcY",2011-06-20 08:33:49,87,12,,
83172058225324032,https://twitter.com/realDonaldTrump/status/83172058225324032,"Congratulations to the Miss USA Pageant--it was the #1 telecast of the night among ABC, CBS, NBC and Fox. A great show and a huge success.",2011-06-21 08:58:58,63,11,,#1
83236206317543424,https://twitter.com/realDonaldTrump/status/83236206317543424,I've been visiting Trump Int'l Golf Links Scotland and the course will be unmatched anywhere in the world. Spectacular! http://bit.ly/3Rv11n,2011-06-21 13:13:52,65,11,,
83971843387691008,https://twitter.com/realDonaldTrump/status/83971843387691008,"Our new Miss USA, Alyssa Campanella, came up to my office today for a visit. We're proud to have her as our new title holder.",2011-06-23 13:57:02,27,10,,
84362886398480384,https://twitter.com/realDonaldTrump/status/84362886398480384,@ GolfMagazine is having an online competition - vote… http://bit.ly/jKyS99,2011-06-24 15:50:54,11,3,,
85350547737161728,https://twitter.com/realDonaldTrump/status/85350547737161728,"I was in San Jose, CA on Saturday for a sit-down interview for the ACN national meeting which was attended by over 20,000 people. Huge!",2011-06-27 09:15:30,78,22,,
85365407074107392,https://twitter.com/realDonaldTrump/status/85365407074107392,Did my weekly phoner on Fox & Friends this morning...sounding off on issues of the day ... http://fxn.ws/kje8Yi,2011-06-27 10:14:33,24,13,,
86837568301318145,https://twitter.com/realDonaldTrump/status/86837568301318145,"Please read http://on.wsj.com/mxrFUC , and watch a recent trip made to Trump Vineyard Estates by @ EricTrumphttp://bit.ly/j3C7YI",2011-07-01 11:44:24,24,3,@EricTrumphttp,
86840090617323520,https://twitter.com/realDonaldTrump/status/86840090617323520,"Wishing everyone a wonderful Independence Day holiday weekend, a great celebration for a great country.",2011-07-01 11:54:25,119,26,,
88309219425656832,https://twitter.com/realDonaldTrump/status/88309219425656832,Tomorrow we'll be going to Panama for the opening of our new hotel. It's a fantastic building in a fantastic location. http://bit.ly/jkC0ea,2011-07-05 13:12:13,85,18,,
88334210636595200,https://twitter.com/realDonaldTrump/status/88334210636595200,Perhaps this is the kind of thinking we need in Washington ... http://on.wsj.com/ldLEoy,2011-07-05 14:51:31,52,40,,
88617765589630976,https://twitter.com/realDonaldTrump/status/88617765589630976,"Congress is back.TIME TO CUT, CAP AND BALANCE.There is no revenue problem.The Debt Limit cannot be raised until Obama spending is contained.",2011-07-06 09:38:16,232,82,,
89005019432620032,https://twitter.com/realDonaldTrump/status/89005019432620032,"Republicans should not negotiate against themselves again with @ BarackObama in today's debt talks--First and foremost CUT,CAP and BALANCE.",2011-07-07 11:17:04,162,229,@BarackObama,
89005438619758592,https://twitter.com/realDonaldTrump/status/89005438619758592,"THe Art of the Deal--""The best thing you can do is deal from strength, and leverage is the biggest strength you have."" CUT, CAP and BALANCE.",2011-07-07 11:18:44,180,173,,
89005918376833025,https://twitter.com/realDonaldTrump/status/89005918376833025,If only @ Obama was as focused on balancing the budget as he is on weakening Israel's borders then America would be on the path to solvency.,2011-07-07 11:20:39,383,118,@Obama,
89351582935810048,https://twitter.com/realDonaldTrump/status/89351582935810048,"@johnboehner Message for House GOP ""The worst thing you can possibly do in a deal is seem desperate to make it."" - The Art of the Deal.",2011-07-08 10:14:12,59,31,,
89353664183013376,https://twitter.com/realDonaldTrump/status/89353664183013376,@ Obama - Iranian weapons killing Americans in Iraq? What are u doing about this?http://bit.ly/olNqW5,2011-07-08 10:22:28,111,142,,
89368771428499456,https://twitter.com/realDonaldTrump/status/89368771428499456,ObamaCare Tragedy Primed to Further Explode the Deficit http://bit.ly/q2iYtw And @ Obama transferred $500 billion from Medicare to fund it!,2011-07-08 11:22:30,103,39,@Obama,
89369211993985024,https://twitter.com/realDonaldTrump/status/89369211993985024,"House GOP wants to cut Medicare, Obama took $500 billion from Medicare for Obamacare. Both Wrong!",2011-07-08 11:24:15,264,182,,
90500292747071489,https://twitter.com/realDonaldTrump/status/90500292747071489,Derek Jeter's baseball and more in today's # trumpvlog... http://bit.ly/p2EreE,2011-07-11 14:18:45,23,7,,#trumpvlog
90538687284264960,https://twitter.com/realDonaldTrump/status/90538687284264960,On our YouTube channel- the opening of the incredible Trump Ocean Club in Panama.... http://bit.ly/qGBxg6,2011-07-11 16:51:20,58,13,,
90771995893043201,https://twitter.com/realDonaldTrump/status/90771995893043201,"@johnboehner Mr. Speaker, bring the Balanced Budget Amendment to the floor for a vote! Let's get the ball rolling.",2011-07-12 08:18:24,43,2,,
90858411192893442,https://twitter.com/realDonaldTrump/status/90858411192893442,"@johnboehner ""Much as it pays to emphasize the positive, there are times when the only choice is confrontation."" The Art of the Deal",2011-07-12 14:01:47,47,24,,
90875305119592448,https://twitter.com/realDonaldTrump/status/90875305119592448,"@ macmiller ""Donald Trump the Song"" gets 16M hits on YouTube. Who wouldn't be flattered?",2011-07-12 15:08:55,1992,703,,
91228931306426368,https://twitter.com/realDonaldTrump/status/91228931306426368,More thoughts on the debt ceiling in today's # trumpvlog... http://bit.ly/otf1ZF,2011-07-13 14:34:06,35,5,,#trumpvlog
91501208895881216,https://twitter.com/realDonaldTrump/status/91501208895881216,"@johnboehner Debt Ceiling- ""Sometimes no deal is better than a bad deal.""",2011-07-14 08:36:02,64,11,,
91544367239667712,https://twitter.com/realDonaldTrump/status/91544367239667712,My interview last night with Greta on the GOP going El Foldohttp://bit.ly/oprTzh,2011-07-14 11:27:32,30,8,,
91562907762032640,https://twitter.com/realDonaldTrump/status/91562907762032640,While @ BarackObama tries to push gun control http://bit.ly/p27G2K --He still has not answered for Project Gun Runnerhttp://bit.ly/pdtrOw,2011-07-14 12:41:13,155,109,@BarackObama,
91588520036147200,https://twitter.com/realDonaldTrump/status/91588520036147200,"@ BarackObama You have abandoned Israel and engaged the Muslim Brotherhood, and even the Arab world does not like ithttp://politi.co/qUTXsA",2011-07-14 14:22:59,264,288,,
91606323862581248,https://twitter.com/realDonaldTrump/status/91606323862581248,US News named the Top10 best hotels in the US--and Trump Int'l Hotel & Tower NYC and Trump Int'l Hotel & Tower Chicago are on the list!,2011-07-14 15:33:44,30,5,,
91608359874199552,https://twitter.com/realDonaldTrump/status/91608359874199552,Take a look at http://bit.ly/q0lFik and http://bit.ly/9nxPbD to see these beautiful hotels.,2011-07-14 15:41:49,21,11,,
91609057143685120,https://twitter.com/realDonaldTrump/status/91609057143685120,"CUT, CAP AND BALANCE. TAXED ENOUGH ALREADY!",2011-07-14 15:44:35,188,42,,
91615964004753409,https://twitter.com/realDonaldTrump/status/91615964004753409,"What is better advice- ""The Art of the Deal"" or ""Rules for Radicals""? I know which one @ BarackObama prefers.",2011-07-14 16:12:02,984,1730,@BarackObama,
91874081376452608,https://twitter.com/realDonaldTrump/status/91874081376452608,Who will be the next @ TheRealTeenUSA? Find out this Saturday at 8PM ET on missteenusa.com # TeenUSA,2011-07-15 09:17:42,30,4,@TheRealTeenUSA,#TeenUSA
91951062285684736,https://twitter.com/realDonaldTrump/status/91951062285684736,@ BarackObama You have increased discretionary spending by 25% annually and amassed over $4 trillion in debt. T-E-Ahttp://on.wsj.com/onsY3b,2011-07-15 14:23:36,96,29,,
91954652018511873,https://twitter.com/realDonaldTrump/status/91954652018511873,"@ marcorubio is right. We need to create more taxpayers, not more taxes. CUT, CAP AND BALANCE.http://onforb.es/pBvGuq",2011-07-15 14:37:52,76,11,,
92955253808439296,https://twitter.com/realDonaldTrump/status/92955253808439296,Congratulations to my daughter Ivanka and her husband Jared on the birth of their daughter Arabella Rose yesterday.,2011-07-18 08:53:54,134,35,,
92981238880681984,https://twitter.com/realDonaldTrump/status/92981238880681984,"# trumpvlog The Republicans must act now, don't let @ barackobama push you around....http://bit.ly/nRaHB7",2011-07-18 10:37:09,87,13,@barackobama,
92992501585162240,https://twitter.com/realDonaldTrump/status/92992501585162240,@ BarackObama has sold guns to Mexican drug lords while his DOJ erodes our 2nd Amendment rights.,2011-07-18 11:21:54,2178,2994,,
93030160189763584,https://twitter.com/realDonaldTrump/status/93030160189763584,Every dollar @ BarackObama spends costs $1.40 with interest borrowed from China on our children and grandchildren's backs. CUT-CAP-BALANCE!,2011-07-18 13:51:33,402,97,@BarackObama,
93044431564972032,https://twitter.com/realDonaldTrump/status/93044431564972032,The GOP doesn't waste an opportunity to waste an opportunity. Defunding Obamacare should be central to any deal.,2011-07-18 14:48:15,107,31,,
93306458074132481,https://twitter.com/realDonaldTrump/status/93306458074132481,So China is ordering us to raise the Debt Limit...How low have we as a nation sunk?,2011-07-19 08:09:27,388,60,,
93340947483607041,https://twitter.com/realDonaldTrump/status/93340947483607041,"@johnboehner @ EricCantor ""You can't con people...if you don't deliver the goods, people will eventually catch on."" - The Art of the Deal",2011-07-19 10:26:30,145,88,@EricCantor,
